Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Fachada de Cabos - Folhas de pinheiro
appliedenergistics2:facade:0, Fachada de Cabos - Folhas de eucalipto
appliedenergistics2:facade:0, Fachada de Cabos - Folhas da selva
appliedenergistics2:facade:0, Fachada de Cabos - Esponja
appliedenergistics2:facade:0, Fachada de Cabos - Esponja molhada
appliedenergistics2:facade:0, Fachada de Cabos - Vidro
appliedenergistics2:facade:0, Fachada de Cabos - Minério de lápis-lazúli
appliedenergistics2:facade:0, Fachada de Cabos - Bloco de lápis-lazúli
appliedenergistics2:facade:0, Fachada de Cabos - Arenito
appliedenergistics2:facade:0, Fachada de Cabos - Arenito talhado
appliedenergistics2:facade:0, Fachada de Cabos - Arenito liso
appliedenergistics2:facade:0, Fachada de Cabos - Lã branca
appliedenergistics2:facade:0, Fachada de Cabos - Lã laranja
appliedenergistics2:facade:0, Fachada de Cabos - Lã magenta
appliedenergistics2:facade:0, Fachada de Cabos - Lã azul-clara
appliedenergistics2:facade:0, Fachada de Cabos - Lã amarela
appliedenergistics2:facade:0, Fachada de Cabos - Lã verde-limão
appliedenergistics2:facade:0, Fachada de Cabos - Lã rosa
appliedenergistics2:facade:0, Fachada de Cabos - Lã cinza
appliedenergistics2:facade:0, Fachada de Cabos - Lã cinza-clara
appliedenergistics2:facade:0, Fachada de Cabos - Lã ciano
appliedenergistics2:facade:0, Fachada de Cabos - Lã roxa
appliedenergistics2:facade:0, Fachada de Cabos - Lã azul
appliedenergistics2:facade:0, Fachada de Cabos - Lã marrom
appliedenergistics2:facade:0, Fachada de Cabos - Lã verde
appliedenergistics2:facade:0, Fachada de Cabos - Lã vermelha
appliedenergistics2:facade:0, Fachada de Cabos - Lã preta
appliedenergistics2:facade:0, Fachada de Cabos - Bloco de ouro
appliedenergistics2:facade:0, Fachada de Cabos - Bloco de ferro
appliedenergistics2:facade:0, Fachada de Cabos - Tijolos
appliedenergistics2:facade:0, Fachada de Cabos - Dinamite
appliedenergistics2:facade:0, Fachada de Cabos - Estante
appliedenergistics2:facade:0, Fachada de Cabos - Pedra musgosa
appliedenergistics2:facade:0, Fachada de Cabos - Obsidiana
appliedenergistics2:facade:0, Fachada de Cabos - Minério de diamante
appliedenergistics2:facade:0, Fachada de Cabos - Bloco de diamante
appliedenergistics2:facade:0, Fachada de Cabos - Bancada de trabalho
appliedenergistics2:facade:0, Fachada de Cabos - Minério de redstone
appliedenergistics2:facade:0, Fachada de Cabos - Gelo
appliedenergistics2:facade:0, Fachada de Cabos - Neve
appliedenergistics2:facade:0, Fachada de Cabos - Argila
appliedenergistics2:facade:0, Fachada de Cabos - Abóbora
appliedenergistics2:facade:0, Fachada de Cabos - Netherrack
appliedenergistics2:facade:0, Fachada de Cabos - Areia de almas
appliedenergistics2:facade:0, Fachada de Cabos - Pedra luminosa
appliedenergistics2:facade:0, Fachada de Cabos - Abóbora de Halloween
appliedenergistics2:facade:0, Fachada de Cabos - Vidro branco
appliedenergistics2:facade:0, Fachada de Cabos - Vidro laranja
appliedenergistics2:facade:0, Fachada de Cabos - Vidro magenta
appliedenergistics2:facade:0, Fachada de Cabos - Vidro azul-claro
appliedenergistics2:facade:0, Fachada de Cabos - Vidro amarelo
appliedenergistics2:facade:0, Fachada de Cabos - Vidro verde-limão
appliedenergistics2:facade:0, Fachada de Cabos - Vidro rosa
appliedenergistics2:facade:0, Fachada de Cabos - Vidro cinza
appliedenergistics2:facade:0, Fachada de Cabos - Vidro cinza-claro
appliedenergistics2:facade:0, Fachada de Cabos - Vidro ciano
appliedenergistics2:facade:0, Fachada de Cabos - Vidro roxo
appliedenergistics2:facade:0, Fachada de Cabos - Vidro azul
appliedenergistics2:facade:0, Fachada de Cabos - Vidro marrom
appliedenergistics2:facade:0, Fachada de Cabos - Vidro verde
appliedenergistics2:facade:0, Fachada de Cabos - Vidro vermelho
appliedenergistics2:facade:0, Fachada de Cabos - Vidro preto
appliedenergistics2:facade:0, Fachada de Cabos - Pedra com traça
appliedenergistics2:facade:0, Fachada de Cabos - Pedregulho com traça
appliedenergistics2:facade:0, Fachada de Cabos - Tijolos de pedra com traça
appliedenergistics2:facade:0, Fachada de Cabos - Tijolos de pedra musgosa com traça
appliedenergistics2:facade:0, Fachada de Cabos - Tijolos de pedra rachados com traça
appliedenergistics2:facade:0, Fachada de Cabos - Tijolos de pedra talhados com traça
appliedenergistics2:facade:0, Fachada de Cabos - Tijolos de pedra
appliedenergistics2:facade:0, Fachada de Cabos - Tijolos de pedra musgosa
appliedenergistics2:facade:0, Fachada de Cabos - Tijolos de pedra rachados
appliedenergistics2:facade:0, Fachada de Cabos - Tijolos de pedra talhados
appliedenergistics2:facade:0, Fachada de Cabos - Cogumelo
appliedenergistics2:facade:0, Fachada de Cabos - Cogumelo
appliedenergistics2:facade:0, Fachada de Cabos - Melancia
appliedenergistics2:facade:0, Fachada de Cabos - Micélio
appliedenergistics2:facade:0, Fachada de Cabos - Tijolos do Nether
appliedenergistics2:facade:0, Fachada de Cabos - Pedra do End
appliedenergistics2:facade:0, Fachada de Cabos - Lâmpada de redstone
appliedenergistics2:facade:0, Fachada de Cabos - Minério de esmeralda
appliedenergistics2:facade:0, Fachada de Cabos - Bloco de esmeralda
appliedenergistics2:facade:0, Fachada de Cabos - Bloco de redstone
appliedenergistics2:facade:0, Fachada de Cabos - Minério de quartzo do Nether
appliedenergistics2:facade:0, Fachada de Cabos - Bloco de quartzo
appliedenergistics2:facade:0, Fachada de Cabos - Bloco de quartzo talhado
appliedenergistics2:facade:0, Fachada de Cabos - Pilar de quartzo
appliedenergistics2:facade:0, Fachada de Cabos - Terracota branca
appliedenergistics2:facade:0, Fachada de Cabos - Terracota laranja
appliedenergistics2:facade:0, Fachada de Cabos - Terracota magenta
appliedenergistics2:facade:0, Fachada de Cabos - Terracota azul-clara
appliedenergistics2:facade:0, Fachada de Cabos - Terracota amarela
appliedenergistics2:facade:0, Fachada de Cabos - Terracota verde-limão
appliedenergistics2:facade:0, Fachada de Cabos - Terracota rosa
appliedenergistics2:facade:0, Fachada de Cabos - Terracota cinza
appliedenergistics2:facade:0, Fachada de Cabos - Terracota cinza-clara
appliedenergistics2:facade:0, Fachada de Cabos - Terracota ciano
appliedenergistics2:facade:0, Fachada de Cabos - Terracota roxa
appliedenergistics2:facade:0, Fachada de Cabos - Terracota azul
appliedenergistics2:facade:0, Fachada de Cabos - Terracota marrom
appliedenergistics2:facade:0, Fachada de Cabos - Terracota verde
appliedenergistics2:facade:0, Fachada de Cabos - Terracota vermelha
appliedenergistics2:facade:0, Fachada de Cabos - Terracota preta
appliedenergistics2:facade:0, Fachada de Cabos - Folhas de acácia
appliedenergistics2:facade:0, Fachada de Cabos - Folhas de carvalho escuro
appliedenergistics2:facade:0, Fachada de Cabos - Madeira de acácia
appliedenergistics2:facade:0, Fachada de Cabos - Madeira de carvalho escuro
appliedenergistics2:facade:0, Fachada de Cabos - Bloco de slime
appliedenergistics2:facade:0, Fachada de Cabos - Prismarinho
appliedenergistics2:facade:0, Fachada de Cabos - Tijolos de prismarinho
appliedenergistics2:facade:0, Fachada de Cabos - Prismarinho escuro
appliedenergistics2:facade:0, Fachada de Cabos - Lanterna do mar
appliedenergistics2:facade:0, Fachada de Cabos - Fardo de feno
appliedenergistics2:facade:0, Fachada de Cabos - Terracota
appliedenergistics2:facade:0, Fachada de Cabos - Bloco de carvão
appliedenergistics2:facade:0, Fachada de Cabos - Gelo compactado
appliedenergistics2:facade:0, Fachada de Cabos - Arenito vermelho
appliedenergistics2:facade:0, Fachada de Cabos - Arenito vermelho talhado
appliedenergistics2:facade:0, Fachada de Cabos - Arenito vermelho liso
appliedenergistics2:facade:0, Fachada de Cabos - Bloco de púrpura
appliedenergistics2:facade:0, Fachada de Cabos - Pilar de púrpura
appliedenergistics2:facade:0, Fachada de Cabos - Tijolos de pedra do End
appliedenergistics2:facade:0, Fachada de Cabos - Bloco de magma
appliedenergistics2:facade:0, Fachada de Cabos - Bloco de fungos do Nether
appliedenergistics2:facade:0, Fachada de Cabos - Tijolos vermelhos do Nether
appliedenergistics2:facade:0, Fachada de Cabos - Bloco de ossos
appliedenergistics2:facade:0, Fachada de Cabos - Observador
appliedenergistics2:facade:0, Fachada de Cabos - Azulejo branco
appliedenergistics2:facade:0, Fachada de Cabos - Azulejo laranja
appliedenergistics2:facade:0, Fachada de Cabos - Azulejo magenta
appliedenergistics2:facade:0, Fachada de Cabos - Azulejo azul-claro
appliedenergistics2:facade:0, Fachada de Cabos - Azulejo amarelo
appliedenergistics2:facade:0, Fachada de Cabos - Azulejo verde-limão
appliedenergistics2:facade:0, Fachada de Cabos - Azulejo rosa
appliedenergistics2:facade:0, Fachada de Cabos - Azulejo cinza
appliedenergistics2:facade:0, Fachada de Cabos - Azulejo cinza-claro
appliedenergistics2:facade:0, Fachada de Cabos - Azulejo ciano
appliedenergistics2:facade:0, Fachada de Cabos - Azulejo roxo
appliedenergistics2:facade:0, Fachada de Cabos - Azulejo azul
appliedenergistics2:facade:0, Fachada de Cabos - Azulejo marrom
appliedenergistics2:facade:0, Fachada de Cabos - Azulejo verde
appliedenergistics2:facade:0, Fachada de Cabos - Azulejo vermelho
appliedenergistics2:facade:0, Fachada de Cabos - Azulejo preto
appliedenergistics2:facade:0, Fachada de Cabos - Concreto branco
appliedenergistics2:facade:0, Fachada de Cabos - Concreto laranja
appliedenergistics2:facade:0, Fachada de Cabos - Concreto magenta
appliedenergistics2:facade:0, Fachada de Cabos - Concreto azul-claro
appliedenergistics2:facade:0, Fachada de Cabos - Concreto amarelo
appliedenergistics2:facade:0, Fachada de Cabos - Concreto verde-limão
appliedenergistics2:facade:0, Fachada de Cabos - Concreto rosa
appliedenergistics2:facade:0, Fachada de Cabos - Concreto cinza
appliedenergistics2:facade:0, Fachada de Cabos - Concreto cinza-claro
appliedenergistics2:facade:0, Fachada de Cabos - Concreto ciano
appliedenergistics2:facade:0, Fachada de Cabos - Concreto roxo
appliedenergistics2:facade:0, Fachada de Cabos - Concreto azul
appliedenergistics2:facade:0, Fachada de Cabos - Concreto marrom
appliedenergistics2:facade:0, Fachada de Cabos - Concreto verde
appliedenergistics2:facade:0, Fachada de Cabos - Concreto vermelho
appliedenergistics2:facade:0, Fachada de Cabos - Concreto preto
appliedenergistics2:facade:0, Fachada de Cabos - Cimento branco
appliedenergistics2:facade:0, Fachada de Cabos - Cimento laranja
appliedenergistics2:facade:0, Fachada de Cabos - Cimento magenta
appliedenergistics2:facade:0, Fachada de Cabos - Cimento azul-claro
appliedenergistics2:facade:0, Fachada de Cabos - Cimento amarelo
appliedenergistics2:facade:0, Fachada de Cabos - Cimento verde-limão
appliedenergistics2:facade:0, Fachada de Cabos - Cimento rosa
appliedenergistics2:facade:0, Fachada de Cabos - Cimento cinza
appliedenergistics2:facade:0, Fachada de Cabos - Cimento cinza-claro
appliedenergistics2:facade:0, Fachada de Cabos - Cimento ciano
appliedenergistics2:facade:0, Fachada de Cabos - Cimento roxo
appliedenergistics2:facade:0, Fachada de Cabos - Cimento azul
appliedenergistics2:facade:0, Fachada de Cabos - Cimento marrom
appliedenergistics2:facade:0, Fachada de Cabos - Cimento verde
appliedenergistics2:facade:0, Fachada de Cabos - Cimento vermelho
appliedenergistics2:facade:0, Fachada de Cabos - Cimento preto
appliedenergistics2:facade:0, Fachada de Cabos - Bloco de Quartzo Certus
appliedenergistics2:facade:0, Fachada de Cabos - Pilar de Quartzo Certus
appliedenergistics2:facade:0, Fachada de Cabos - Bloco de Quartzo Certus Talhado
appliedenergistics2:facade:0, Fachada de Cabos - Vidro de Quartzo
appliedenergistics2:facade:0, Fachada de Cabos - Vidro Vibrante de Quartzo
appliedenergistics2:facade:0, Fachada de Cabos - Pedra do Céu
appliedenergistics2:facade:0, Fachada de Cabos - Bloco de Pedra do Céu
appliedenergistics2:facade:0, Fachada de Cabos - Tijolos de Pedra do Céu
appliedenergistics2:facade:0, Fachada de Cabos - Tijolos Pequenos de Pedra do Céu
appliedenergistics2:facade:0, Fachada de Cabos - Electrical Steel Block
appliedenergistics2:facade:0, Fachada de Cabos - Infinity Dust Block
appliedenergistics2:facade:0, Fachada de Cabos - Compressed Infinity Dust Block
appliedenergistics2:facade:0, Fachada de Cabos - Double Compressed Infinity Dust Block
appliedenergistics2:facade:0, Fachada de Cabos - Reinforced Obsidian
appliedenergistics2:facade:0, Fachada de Cabos - Machine Chassis (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Blank Machine (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Machine Tops (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Machine Sides (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Machine Backs (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Machine with sides (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Machine width backs (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Blank Soul Machine (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Soul Machine Tops (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Soul Machine Sides (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Soul Machine Backs (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Soul Machine with sides (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Soul Machine width backs (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Red Machine (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Broken Spawner (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Invisible Block (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Alloy Smelter (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Item Buffer (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Power Buffer (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Omni Buffer (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Creative Buffer (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Crafter (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Painting Machine (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Power Monitor (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - SAG Mill (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Slice'N'Splice (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Stirling Generator (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Fluid Tank (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Pressurized Fluid Tank (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Travel Anchor (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Vacuum Chest (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Wireless Charger (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - XP Vacuum (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Simple Alloy Smelter (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Simple Stirling Generator (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Wired Charger (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Simple Sagmill (decoration block)
appliedenergistics2:facade:0, Fachada de Cabos - Industrial Insulation
appliedenergistics2:facade:0, Fachada de Cabos - Confusion Charge
appliedenergistics2:facade:0, Fachada de Cabos - Concussion Charge
appliedenergistics2:facade:0, Fachada de Cabos - Ender Charge
appliedenergistics2:facade:0, Fachada de Cabos - Crude Steel Block
appliedenergistics2:facade:0, Fachada de Cabos - Block of Aluminum
appliedenergistics2:facade:0, Fachada de Cabos - Block of Aluminum
appliedenergistics2:facade:0, Fachada de Cabos - Block of Aluminum
appliedenergistics2:facade:0, Fachada de Cabos - Block of Aluminum
appliedenergistics2:facade:0, Fachada de Cabos - Block of Aluminum
appliedenergistics2:facade:0, Fachada de Cabos - Block of Aluminum
appliedenergistics2:facade:0, Fachada de Cabos - Block of Aluminum
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Andesite
appliedenergistics2:facade:0, Fachada de Cabos - Antiblock
appliedenergistics2:facade:0, Fachada de Cabos - Antiblock
appliedenergistics2:facade:0, Fachada de Cabos - Antiblock
appliedenergistics2:facade:0, Fachada de Cabos - Antiblock
appliedenergistics2:facade:0, Fachada de Cabos - Antiblock
